stdsmiles_v2,smiles_tautomer,carcino,dili,genotox
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,,1.0,
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,,,0.0
O=Cc1ccco1,O=Cc1ccco1,1.0,,
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4,,1.0,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,1.0,
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,,0.0,
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,,1.0,
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,1.0,
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,,1.0,
O=C(O)C1C(=CCO)OC2CC(=O)N21,O=C(O)C1C(=CCO)OC2CC(=O)N21,,1.0,0.0
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,1.0,0.0,0.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,,,1.0
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.0,,
c1ccc2occc2c1,c1ccc2occc2c1,1.0,,
COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,0.0,,0.0
C=CCC1(C(C)C=CCC)C(=O)NC(=O)N(C)C1=O,C=CCC1(C(C)C=CCC)C(=O)NC(=O)N(C)C1=O,,0.0,
CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,0.0,
OCCN1CC(O)C(O)C(O)C1CO,OCCN1CC(O)C(O)C(O)C1CO,,0.0,0.0
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,,1.0
Cc1ncc([N+](=O)[O-])n1C,Cc1ncc([N+](=O)[O-])n1C,1.0,,
N=C(N)NC(=N)NCCc1ccccc1,N=C(N)N=C(N)NCCc1ccccc1,0.0,,
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.0,,
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.0,1.0,0.0
Nc1ccc(Sc2ccc(N)cc2)cc1,Nc1ccc(Sc2ccc(N)cc2)cc1,1.0,,
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,1.0,1.0,0.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,,0.0,
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,1.0,,
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,,1.0,
CN(C)N=Nc1cccnc1,CN(C)N=Nc1cccnc1,,,1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,,1.0,0.0
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,,1.0,
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,1.0,
Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,,0.0,
CCOC(=O)C=CC(=O)OCC,CCOC(=O)C=CC(=O)OCC,0.0,,
CN(C)c1ccc(C2CC3(C)C(CCC3(O)CCCO)C3CCC4=CC(=O)CCC4=C23)cc1,CN(C)c1ccc(C2=C3C4=C(CCC3C3CCC(O)(CCCO)C3(C)C2)CC(=O)CC4)cc1,,,0.0
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,,0.0,
CC1CC(C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,CC1CC(C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,1.0,,
COC1CC2NC(N(C)CCCNC(=O)C3CCCO3)[N]C(N)C2CC1OC,COC1CC2NC(N(C)CCCNC(=O)C3CCCO3)[N]C(N)C2CC1OC,,1.0,
O=C1CN(CCc2ccc([N+](=O)[O-])o2)C(=O)N1CO,O=c1n(CCc2ccc([N+](=O)[O-])o2)cc(O)n1CO,,1.0,
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,,1.0,0.0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,1.0,,
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,,0.0,
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0.0,,0.0
CN(N=O)c1ccc(C=Cc2ccnc3ccccc23)cc1,CN(N=O)c1ccc(C=Cc2ccnc3ccccc23)cc1,1.0,,
CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12,CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12,,0.0,0.0
Cc1ccc(O)c(C(C)(C)C)c1,Cc1ccc(O)c(C(C)(C)C)c1,0.0,,
Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,1.0,,
Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,,0.0,
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0.0,,
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)[O-])cc1,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)[O-])cc1,,,1.0
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,,0.0,
Nc1ccc(-c2ccccc2)cc1O,Nc1ccc(-c2ccccc2)cc1O,0.0,,
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,,0.0,
O=C(CCl)c1ccccc1,O=C(CCl)c1ccccc1,0.0,,
CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC21C,CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC21C,,,0.0
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0.0,,
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,1.0,0.0,
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,,1.0,1.0
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,1.0,
CNC1(C)C2CCC(C2)C1(C)C,CNC1(C)C2CCC(C2)C1(C)C,,0.0,
CC1=C(O)C(=O)C(C)O1,Cc1oc(C)c(O)c1O,,,1.0
COc1cc(NC(C)CCCN)c2ncccc2c1,COc1cc(NC(C)CCCN)c2ncccc2c1,,0.0,
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,,1.0,
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,,0.0,
Cc1cccc(C)c1NC(=O)C1CCCCN1C,Cc1cccc(C)c1NC(=O)C1CCCCN1C,,0.0,
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,0.0,,
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,,,0.0
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,,1.0,
NC(=O)c1cnccn1,NC(=O)c1cnccn1,0.0,1.0,
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,,1.0,
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,,,0.0
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1,,1.0,
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,,1.0,
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,,,0.0
O=C1C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)ccc2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,1.0,,
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,0.0,0.0
COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,,1.0,1.0
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,,0.0,
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,,1.0,
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,,,0.0
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,,1.0,1.0
CN1C(=O)OC(C)(C)C1=O,CN1C(=O)OC(C)(C)C1=O,0.0,1.0,
O=c1cc[nH]c(=O)[nH]1,O=c1cc[nH]c(=O)[nH]1,1.0,1.0,
O=C(c1ccccc1)C(O)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1,0.0,,0.0
CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1,,0.0,0.0
Nc1ccc(N(CCO)CCO)cc1,Nc1ccc(N(CCO)CCO)cc1,0.0,,
CNC(=O)Oc1ccccc1OC(C)C,CNC(=O)Oc1ccccc1OC(C)C,,,1.0
Cc1ccc(=O)n(-c2ccccc2)c1,Cc1ccc(=O)n(-c2ccccc2)c1,,0.0,
Oc1ccccc1,Oc1ccccc1,0.0,1.0,1.0
Cc1cccnc1,Cc1cccnc1,,,0.0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,,0.0,
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,,,1.0
COCCc1ccc(OCC(O)CNC(C)C)cc1,COCCc1ccc(OCC(O)CNC(C)C)cc1,,1.0,0.0
C1CN1c1nc(N2CC2)nc(N2CC2)n1,C1CN1c1nc(N2CC2)nc(N2CC2)n1,,,1.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,,0.0,
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,,0.0,
NC(=O)N(CCO)N=O,NC(=O)N(CCO)N=O,1.0,,
Cc1cc2c(nc1N)[nH]c1ccccc12,Cc1cc2c(nc1N)[nH]c1ccccc12,1.0,,
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,,1.0,
CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C,,0.0,0.0
OCc1c[nH]c2ccccc12,OCc1c[nH]c2ccccc12,,,0.0
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,,,1.0
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.0,0.0,
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,0.0,,
CC(C)c1ccc(C(=O)NC(=N)N)cc1S(C)(=O)=O,CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O,,0.0,
O=CC1CO1,O=CC1CO1,0.0,,
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,0.0,0.0,
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,,1.0,
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,0.0,0.0
Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,1.0,,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,1.0,0.0
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)O,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)O,,1.0,
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,,1.0
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,,,0.0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,,1.0,
S=C=NCCc1ccccc1,S=C=NCCc1ccccc1,0.0,,
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1.0,,0.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,0.0
CNC(=S)N(C)C,CNC(=S)N(C)C,1.0,,
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,,,0.0
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,,0.0,
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,1.0,0.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,,1.0,
S=C=Nc1cccc2ccccc12,S=C=Nc1cccc2ccccc12,,1.0,
Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1,1.0,,1.0
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,,,0.0
O=C1CCCCCN1,O=C1CCCCCN1,0.0,,0.0
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,,1.0,
CCCCOC(=O)C=CC(=O)OCCCC,CCCCOC(=O)C=CC(=O)OCCCC,,,0.0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,0.0,0.0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1.0,1.0,1.0
CN(C)c1ccc(N=Nc2ccccc2)cc1,CN(C)c1ccc(N=Nc2ccccc2)cc1,1.0,,1.0
Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1,1.0,,0.0
CC1=Nc2ccc(Cl)cc2S(=O)(O)=N1,CC1=Nc2ccc(Cl)cc2S(=O)(O)=N1,,1.0,
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,,0.0,
N#Cc1ccccc1,N#Cc1ccccc1,,,0.0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,,1.0,
CC(=O)C(N=Nc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(-c2ccc(NC(=O)C(N=Nc3ccc(Cl)cc3Cl)C(C)=O)c(C)c2)cc1C,CC(=O)C(=NNc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(-c2ccc(NC(=O)C(=NNc3ccc(Cl)cc3Cl)C(C)=O)c(C)c2)cc1C,0.0,,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,,,0.0
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,,1.0,
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,,,0.0
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC12C,,1.0,
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC,,0.0,
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,,1.0,
Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,,,0.0
O=C1CCCCC1,O=C1CCCCC1,0.0,,
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,1.0,,
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,,1.0,
C=CC(=O)OCC,C=CC(=O)OCC,1.0,,1.0
CCC(CC)C(=O)NC(N)=O,CCC(CC)C(=O)NC(N)=O,0.0,,
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,0.0,
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,,1.0,
CCC(=C(c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,CCC(=C(c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,,0.0,
N#CC(C#N)=Cc1ccccc1Cl,N#CC(C#N)=Cc1ccccc1Cl,0.0,,
Cc1cccc(N)c1,Cc1cccc(N)c1,0.0,,
CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,,0.0,
NCCCNCCSP(=O)(O)O,NCCCNCCSP(=O)(O)O,,0.0,0.0
C=Cc1ccc(C)cc1,C=Cc1ccc(C)cc1,0.0,,
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,,,0.0
COCCOCCOCCO,COCCOCCOCCO,,,0.0
C=CC(=O)CC,C=CC(=O)CC,,,0.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,1.0,
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.0,,1.0
CN(C)c1ccccc1,CN(C)c1ccccc1,1.0,,
CCC1(c2ccccc2)CCC(=O)NC1=O,CCC1(c2ccccc2)CCC(=O)NC1=O,,1.0,
Cc1cc(Br)c(O)c2ncccc12,Cc1cc(Br)c(O)c2ncccc12,,1.0,
NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC1=O,,0.0,
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,1.0,
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,1.0,,
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,,,1.0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0.0,1.0,
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,0.0,
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,,1.0,
