草药名称,成分集合,靶点集合,特征集合,毒性标签
半夏,C0064;C0073;C0079;C0094;C0144;C0181;C0186;C0188;C0189;C0219;C0221;C0246;C0283;C0285;C0332;C0333;C0381;C0459;C0471;C0504;C0523;C0528;C0541;C0548;C0572;C0591;C0713;C0721;C0839;C0853;C0861;C0863;C1162;C1178;C1240;C1242;C1247,T00RU5;T00T99;T02H9U;T02IOG;T02QBS;T02WMA;T03CZ8;T03YAI;T04WT7;T05V67;T06Q1R;T06RMZ;T07VV7;T08Q1T;T08Q7W;T08SJX;T09DI4;T09GFP;T09H2Z;T09INZ;T10HL8;T10I26;T10MFU;T10S5F;T10WEJ;T11BI7;T12BGL;T12PIB;T12T4H;T13KGH;T14BVD;T14ENF;T16O4B;T17CZC;T17UP9;T18CPB;T18CUI;T18DUA;T19XSL;T20JZ2;T20RA0;T21CMG;T21DZX;T21PEZ;T21UJU;T22NX4;T22OPB;T23P74;T23VMI;T24RSX;T24V8E;T24YWQ;T25M2J;T25NSJ;T25SMR;T25Y64;T26KIE;T29B10;T30VNV;T31JWV;T31ZFD;T32JN2;T32SPJ;T33KFW;T33OPP;T34DZ7;T34HYH;T35WLZ;T37G49;T37JN5;T37V37;T38J3Y;T38N69;T38OQ4;T38T1U;T39M6J;T39RV3;T40DE5;T40EUL;T41BXR;T41BYM;T41TXS;T41Z1X;T42D4V;T43N2D;T43NBB;T43QZ3;T44LWL;T46AXP;T47DYR;T47G3X;T48NTH;T48TW0;T49ORJ;T49TDM;T50SJ8;T50WOV;T51EKP;T51WGR;T53AOE;T53YWQ;T54B00;T54CIF;T56OUM;T56TXY;T57GP2;T58J2Y;T60UPF;T60XJI;T61J7T;T61SU2;T62FNY;T63BQU;T63FF5;T63GUB;T63YAO;T64BTV;T64V6C;T65JUB;T65S3S;T66S13;T67KTV;T67ZT3;T68IZC;T68OIU;T68XXK;T69NG6;T69RXK;T69XVX;T70SFS;T71K92;T72J3R;T72U9G;T73LPO;T73PZA;T74LFK;T74QXI;T75HMM;T76QBQ;T76TED;T77M4W;T77W6N;T78ILO;T78O6C;T78VUO;T78ZF2;T79KQO;T79WXA;T80GUN;T80TUC;T80WPU;T81I4T;T82D6U;T82JWE;T82S6C;T83P5X;T83RKS;T83YZD;T85AXP;T85CC2;T85U8U;T86D6K;T86MX7;T86ROZ;T87C5Q;T88TDZ;T92BZ2;T93SFQ;T93VFT;T93WZG;T93YV8;T95EK6;T95IYZ;T98DNG;T99ARN;T99HGY,0;4;60;97;98,"0.0,0.0,0.0,0.0,1.0"
山慈菇,C0550;C0643,T01E8J;T09H2Z;T11BI7;T71K92;T80TUC;T86ROZ,0;3;4;8;22;32;186,"0.0,1.0,1.0,1.0,0.0"
羊蹄叶,C0163;C0232;C0287;C0305,T05M8H;T06RMZ;T07EU4;T08OEP;T08Q7W;T12CH9;T12WTT;T13WH4;T16A2X;T19T97;T20OEM;T23VMI;T25NSJ;T25YP8;T27U96;T27ZME;T30D9G;T31P1D;T33JS5;T34WJB;T36SOV;T41BXR;T41PB6;T43BVC;T44LWL;T45RI0;T46PRA;T46YMA;T49TDM;T50JP5;T50WOV;T53YWQ;T56VPC;T58J2Y;T62Y4H;T63EMC;T63W5U;T63YAO;T66GX9;T68EEP;T70HU8;T71GRQ;T74KF7;T77SWL;T78C6N;T78ZF2;T79WXA;T80GUN;T80OJF;T82ALJ;T82JWE;T83P5X;T83RFH;T84P70;T84Z2I;T87UKX;T88TDZ;T90ZS8;T91MWA;T91OUC;T93VFT;T94HUW;T95Y0K;T97FEF;T97KFC;T98DNG,9;20;22;45;57;68,"1.0,1.0,1.0,1.0,0.0"
黄花夹竹桃,C0049;C0206;C0332;C0549,T02WMA;T85U8U;T86J48,4;6;12;15;83;194,"0.0,0.0,1.0,0.0,1.0"
藏红花,C0039,T01QLH;T06Q1R;T10KMJ;T12T4H;T13KGH;T14AON;T20JZ2;T21K0F;T24CYX;T25H22;T29MD1;T42FMQ;T46AQJ;T48XM4;T50WOV;T54CIF;T62F1Y;T76EHP;T79KQO;T87WYU;T92X7D;T95Y0K,4;10;22;65;293,"0.0,0.0,1.0,0.0,1.0"
芦荟,C0051;C0060;C0063;C0073;C0094;C0106;C0114;C0148;C0149;C0155;C0164;C0173;C0188;C0189;C0190;C0231;C0259;C0263;C0285;C0287;C0291;C0300;C0311;C0333;C0350;C0352;C0354;C0369;C0377;C0407;C0416;C0420;C0429;C0478;C0504;C0510;C0512;C0569;C0570;C0640;C0679;C0709;C0771;C0846;C0851;C0859;C0867;C0881;C0912;C0914;C0927;C0931;C1092;C1162;C1166;C1178;C1198;C1203;C1209;C1220;C1221;C1231;C1240;C1241;C1243;C1258;C1262,T00CXT;T00EP2;T00H7Q;T00KKS;T00T9M;T00VON;T01CL0;T01E7W;T01E8J;T01FVG;T01HJQ;T01IGB;T01QLH;T01S8U;T02DEN;T02H9U;T02HSM;T02HZD;T02M5I;T02P7Q;T02QBS;T02WMA;T02XPT;T02YLA;T03CZ8;T03G09;T03NWF;T03R4V;T03VS9;T03XRZ;T03YAI;T04H8Y;T04HXV;T04TWI;T04UTZ;T04V7K;T04WT7;T05JUS;T05PKX;T05RAA;T05WWN;T06ADX;T06IYF;T06MQM;T06MXL;T06PVX;T06RMZ;T06VX0;T07NML;T07S0E;T07TMB;T07VO1;T07VV7;T08DOL;T08JAV;T08Q7W;T08SJX;T08U92;T08VQQ;T08W1L;T09AAD;T09DI4;T09GFP;T09H2Z;T09ICL;T09INZ;T09KPZ;T09KQF;T10HL8;T10ICM;T10IWJ;T10OIU;T10S5F;T11BI7;T11FH6;T11GHO;T11S88;T11ZYR;T12OUN;T12PIB;T12T4H;T12WTT;T13HYI;T13KGH;T13QI6;T13WH4;T13Z69;T14DX3;T14ENF;T14JSQ;T14JSX;T14JZK;T14LSK;T15EJV;T15P3B;T16A2X;T16MRU;T16OQ5;T16UHV;T16UZ4;T16X77;T17CNB;T17CZC;T17E49;T17FIA;T17LB4;T17TKM;T17UP9;T18CPB;T18CUI;T18CWB;T18DUA;T18LX5;T18RS6;T18UDY;T19CUN;T19EKF;T19K8W;T19RMS;T19XSL;T20H9F;T20JZ2;T20RA0;T20TPU;T20W1O;T21DZX;T21Q0D;T21S10;T22BYF;T22H7B;T22H8P;T22I6G;T22IMH;T22NX4;T22OPB;T22XGJ;T22ZML;T23APZ;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T23YZF;T23Z2G;T24C0P;T24LWC;T24LXT;T24U57;T24YWQ;T25H22;T25NSJ;T25RTY;T25S1M;T25UYT;T25Y64;T25YP8;T26EZU;T26KIE;T26PDJ;T26S6R;T26UPI;T27LTU;T27U96;T28BLO;T28EY5;T28HOM;T28I32;T28PHS;T29B10;T29JA7;T29MD1;T30D9G;T30KQB;T30L86;T30TYH;T30VA7;T30VNV;T31G6V;T31JWV;T31MUM;T31P1D;T31RKU;T31SX8;T31U13;T31ZFD;T32ECR;T32HPO;T32IXS;T32OC4;T32PI2;T32R5L;T32UNL;T32W5X;T33BVS;T33F8F;T33OPP;T33OSQ;T33VZN;T34DZ7;T34HYH;T34X07;T34Y7V;T35QZO;T35WLZ;T36BW3;T36HAE;T36I66;T36QDK;T36RGT;T36SOV;T37ADS;T37G49;T37JN5;T37SKN;T37SV3;T37VLU;T37WU9;T38BR0;T38EQ6;T38J3Y;T38K2W;T38OH4;T38OQ4;T38T1U;T38WWN;T39FBA;T39NFM;T39RV3;T39WPZ;T39YFG;T40B7E;T40DIM;T40EUL;T40JZG;T40NB1;T40SWE;T40XWM;T40YVZ;T41B8C;T41I9Y;T41INV;T41TXS;T41Z1X;T42D4V;T42DE3;T42EAZ;T42PUG;T42XY2;T43DMF;T43G0N;T43LYL;T43N2D;T43NBB;T43WIP;T43Y5O;T44LWL;T44S1A;T45G32;T46AQJ;T46K2X;T46YMA;T47G3X;T47H3O;T47WT6;T48DAP;T48K08;T48UT8;T48XM4;T48YPL;T49FZB;T49J7I;T49M04;T49ORJ;T49PL1;T49TDM;T49XOZ;T50GQE;T50PQ4;T50SJ8;T50SX0;T50V79;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51MX9;T51P5Q;T51U9M;T51WGR;T51YUR;T52CKD;T52RGZ;T52T5O;T52VL6;T53AOE;T53RK9;T53SLQ;T53YWQ;T54B00;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54RPK;T54SZZ;T54VQA;T54WR0;T54X6V;T55A2Y;T55EFK;T55EIL;T55IBP;T55L5P;T56OUM;T56QUH;T56TXY;T56X9Z;T57GP2;T57HGP;T57L0X;T57MP0;T58CAO;T58D39;T58J2Y;T58XLK;T59C5R;T59DDI;T59EAH;T59IKQ;T59NBL;T60KJ1;T60KU1;T60UPF;T60XJI;T60XS5;T60YNF;T61DYZ;T61NZN;T61QXV;T62ERY;T62P0D;T62QDU;T62TXV;T62USB;T62Y4H;T63BQU;T63DP6;T63EMC;T63FNY;T63GUB;T63V6Q;T63YAO;T64BPL;T64BTV;T64E3A;T64UH1;T64V6C;T64W2K;T64X48;T65DBI;T65JYL;T65S3S;T66BXF;T66LSN;T66S13;T66WWM;T67HAF;T67HYX;T67JME;T67JR8;T67KTV;T67LRH;T67MQU;T67OMA;T67RBZ;T67X1L;T67ZT3;T68AKE;T68BGR;T68CKY;T68HNO;T68IZC;T68M1D;T68NCI;T68OIU;T68SE0;T68WYW;T68XXK;T69NG6;T69RXK;T69XVX;T70CEJ;T70HC9;T70HTD;T70KPE;T70LAB;T70MSG;T70SFS;T70U24;T70VMI;T70YKV;T71BDH;T71GRQ;T71K92;T71PEL;T72QH0;T73LPO;T73PLT;T73PZA;T74D4Y;T74ETU;T74I49;T74JJN;T74LFK;T74MSM;T74P7I;T74QXI;T74SS7;T74V1Z;T74WWP;T75B9S;T75EH8;T75H3W;T75HMM;T76AZQ;T76B0A;T76CGR;T76GLY;T76QBQ;T76TED;T76WHR;T77FOL;T77M4W;T77O2V;T77PFO;T77TY2;T77UWH;T78EMM;T78EXU;T78ILO;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80TUC;T80U0C;T80WPU;T80XW6;T81I4T;T81MSV;T82ALJ;T82D6U;T82I7J;T82JWE;T82P1P;T82S6C;T83DDX;T83QHM;T83RKS;T83SXS;T83YZD;T84CEG;T84P70;T84TJB;T84VZG;T84W8G;T85AXP;T85JI5;T85U8U;T86J48;T86MX7;T86O9J;T86ROZ;T86UXL;T86W77;T86WBI;T86YQL;T87AXU;T87DEX;T87JTM;T87QUW;T87UKX;T87WMV;T87WYU;T88AJI;T88B8X;T88BCB;T88H0Y;T88LSZ;T88TDZ;T89GCM;T89GFN;T89L4V;T90ORW;T90QV5;T90W59;T90XYZ;T90ZKN;T91CP3;T91EAB;T91J2T;T91KTQ;T91MKC;T91OUC;T91T8I;T91UNL;T92BZ2;T92MFC;T92Q77;T92UBJ;T92UWJ;T93NTV;T93QP3;T93R42;T93SFQ;T93VFT;T93WZG;T93YV8;T94FQR;T94H37;T94RQ2;T94S85;T94VM4;T94YOD;T95IYZ;T95K8Q;T95M9K;T96DNP;T96G89;T96OOK;T97ESI;T97FEF;T98DNG;T98FWP;T98OJA;T98RXH;T98SBW;T99ARN;T99EYH;T99NM4;T99W15;T99XQ3,0;1;16;19;150;151,"0.0,0.0,0.0,1.0,0.0"
桃儿七,C0041;C0086;C0090;C0198;C0262;C0285;C0306;C0333;C0352;C0354;C0429;C0664;C1178;C1220;C1240;C1241,T00CXT;T00EP2;T00H7Q;T00T9M;T00VON;T01CL0;T01E7W;T01FVG;T01IGB;T01QLH;T02GD4;T02M5I;T02P7Q;T02QBS;T02WMA;T03CZ8;T03TJ0;T03VS9;T03YAI;T04A2Q;T04H8Y;T04HXV;T04MBA;T04TWI;T05RAA;T05WWN;T06MQM;T06Q1R;T06RMZ;T06VX0;T07TMB;T07VV7;T08B2M;T08DOL;T08Q7W;T09AAD;T09DI4;T09GFP;T09H2Z;T09KPZ;T10HL8;T11BI7;T12PIB;T12RJE;T12T4H;T13I7C;T13KGH;T14DX3;T14ENF;T14JZK;T16A2X;T16CFE;T16MRU;T16OQ5;T16UZ4;T17CNB;T17CZC;T17UP9;T18DUA;T19CUN;T20IHC;T20JZ2;T21DZX;T22NX4;T22OPB;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T24LXT;T24U57;T24YWQ;T25H22;T25NSJ;T26EZU;T26KIE;T27U96;T28EY5;T29B10;T29JA7;T29JZ3;T29MD1;T30AEN;T30D9G;T30L86;T30VNV;T31G6V;T31JWV;T31RKU;T31SX8;T31U13;T31VDH;T32SPJ;T33OPP;T33UEM;T34DZ7;T34HYH;T34Y7V;T35QZO;T36SOV;T37ADS;T37SV3;T37VLU;T38EQ6;T38K2W;T38T1U;T38WWN;T39FBA;T40DIM;T40G6B;T41INV;T41TXS;T42EAZ;T42K6K;T42PUG;T43G0N;T43LYL;T43N2D;T44EUX;T44LWL;T46AQJ;T46K2X;T47C6A;T47H3O;T47WT6;T48XM4;T49ORJ;T49PL1;T49TDM;T49XOZ;T50SJ8;T50SX0;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T52CKD;T52T5O;T53AOE;T53RK9;T54B00;T54CIF;T54G8J;T54N7G;T54RF5;T54SZZ;T54VET;T54VQA;T55EFK;T56OUM;T56TXY;T57GP2;T57L0X;T58FWN;T58H37;T58J2Y;T59IKQ;T60KJ1;T60XS5;T61DYZ;T61QXV;T63BQU;T63DP6;T63GUB;T63YAO;T64BPL;T64BTV;T64LKA;T64UH1;T64W2K;T65JYL;T65S3S;T66BXF;T67HAF;T67JME;T67JR8;T67MQU;T67X1L;T67ZT3;T68OIU;T68SE0;T69F5W;T69NG6;T69X4A;T69XVX;T70HTD;T70LAB;T70SFS;T71BDH;T71GRQ;T71K92;T73LPO;T73QZ2;T74I49;T74JJN;T74QXI;T75B9S;T75H3W;T75HMM;T75NEV;T76CGR;T76PKX;T76QBQ;T77UWH;T78EXU;T78ILO;T78O6C;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80TUC;T80WPU;T81BH5;T81I4T;T81MSV;T82ALJ;T82JWE;T82S6C;T83P5X;T83QHM;T83YZD;T84CEG;T84P70;T84TJB;T84W8G;T84WE9;T85AXP;T85JI5;T85U8U;T86O9J;T86ROZ;T86UXL;T87DEX;T87WYU;T88AJI;T88B8X;T88BCB;T88QQE;T88TDZ;T90QV5;T90XYZ;T91EAB;T91KTQ;T91MKC;T91OUC;T92BZ2;T92LK2;T92Q77;T93NTV;T93SFQ;T93VFT;T93WZG;T94H37;T94S85;T94YOD;T95IYZ;T95K0K;T96OOK;T97ESI;T97FEF;T97KL5;T97UTI;T98RXH;T99EYH;T99W15;T99XQ3,0;6;12;15;16;103,"1.0,1.0,1.0,0.0,1.0"
广防己,C0039;C0051;C0090;C0148;C0189;C0190;C0199;C0231;C0259;C0263;C0285;C0300;C0338;C0349;C0416;C0426;C0482;C0513;C0618;C0832;C0837;C0927;C1162;C1252,T01E7W;T01QLH;T02DEN;T02GD4;T02H9U;T02IOG;T02OOS;T02QBS;T02WMA;T02YLA;T03NWF;T03TJ0;T04H8Y;T04V7K;T06MXL;T06PVX;T06Q1R;T06RMZ;T06VX0;T06ZFC;T07S0E;T07TMB;T07VV7;T08B2M;T08Q7W;T09H2Z;T09INZ;T09TCJ;T10HL8;T10KMJ;T10S5F;T11R4S;T12OUN;T12PIB;T12T4H;T13KGH;T14AON;T14JSX;T14LSK;T16A2X;T16FZA;T16UZ4;T17CNB;T17CZC;T17UP9;T19EKF;T19K8W;T19XSL;T20H9F;T20IHC;T20JZ2;T20KA8;T21DZX;T21K0F;T21Q0D;T21T2E;T22NX4;T22OPB;T23APZ;T23P74;T23VMI;T23YZF;T24C0P;T24CYX;T24G2P;T24LXT;T24U57;T24YNT;T24YWQ;T25H22;T25M2J;T25NSJ;T26EZU;T26KIE;T26TBJ;T28HOM;T28PHS;T29B10;T29MD1;T30D9G;T30KQB;T30VNV;T31VDH;T31ZFD;T32ECR;T32EIL;T32HPO;T32R5L;T32SPJ;T32W5X;T33OPP;T33UEM;T34DZ7;T34HYH;T35LKG;T36SOV;T37G49;T37JN5;T37VLU;T38K2W;T38O11;T38WWN;T39M6J;T39YFG;T40G6B;T40JZG;T40LTN;T41BXR;T41DXP;T42EAZ;T42FMQ;T42XY2;T43N2D;T43NBB;T44LWL;T45G32;T46AQJ;T47H3O;T47HTN;T47MPW;T48UT8;T48XM4;T48YPL;T49J7I;T49ORJ;T49PL1;T49TDM;T50E9D;T50V79;T50WOV;T51EKP;T51IKV;T51U9M;T51WGR;T52VL6;T53AOE;T53SLQ;T54CIF;T54G8J;T54WR0;T56MD7;T56OUM;T56TXY;T58J2Y;T58XLK;T59EAH;T59IKQ;T60B3R;T60GGR;T62F1Y;T62P0D;T62UOD;T62Y4H;T63BQU;T63GUB;T64BTV;T64F54;T64UH1;T64W2K;T66WWM;T67CB6;T67HYX;T67LRH;T67RBZ;T67ZT3;T68AKE;T68DAN;T68HNO;T68IZC;T68SE0;T69NG6;T70HC9;T70HTD;T70SFS;T70U24;T71B0A;T71BDH;T71K92;T71ZSO;T73LPO;T74I49;T74JJN;T74QXI;T74WWP;T75EH8;T75H3W;T75HMM;T76EHP;T76QBQ;T76TED;T77ERW;T77FOL;T77M4W;T77PFO;T78ILO;T78IOY;T78O6C;T78T4E;T78ZF2;T79KQO;T79WXA;T80GUN;T80OJF;T80Q3D;T80WPU;T80XW6;T81BH5;T82ALJ;T82JWE;T83YZD;T85NRC;T85U8U;T86ROZ;T87CV3;T87DEX;T87WYU;T88AJI;T88B8X;T88TDZ;T89GFN;T89L4V;T90XYZ;T91AIW;T92AMR;T92HNO;T92LEW;T92UWJ;T92X7D;T93SFQ;T93VFT;T93WZG;T94H37;T95Y0K;T96ABY;T96OOK;T97FEF;T97KL5;T98DNG;T98FWP;T99XQ3,3;15;16;26;30;248,"1.0,1.0,1.0,0.0,0.0"
青木香,C0372,T95CFP,4;5;8;10;22;119,"0.0,0.0,0.0,1.0,0.0"
菟丝子,C0133;C0157;C0164;C0189;C0263;C0352;C0377;C0399;C0504;C0914;C0935;C1231;C1237,T00CXT;T00EP2;T00H7Q;T00KKS;T00T9M;T01CL0;T01D27;T01E7W;T01FVG;T01IGB;T01QLH;T02DEN;T02H9U;T02M5I;T02QBS;T02WMA;T02YLA;T03CZ8;T03G09;T03NWF;T03VS9;T03YAI;T04H8Y;T04HXV;T04TWI;T04UTZ;T04WT7;T05PKX;T05RAA;T05WWN;T06ADX;T06IYF;T06MQM;T06PVX;T06RMZ;T06VX0;T07S0E;T07TMB;T07VJT;T07VO1;T08DOL;T08Q7W;T08UWG;T09AAD;T09DI4;T09H2Z;T09KPZ;T09S1E;T10HL8;T10ICM;T10IWJ;T10S5F;T11BI7;T11GYO;T12PIB;T12T4H;T13KGH;T14DX3;T14JSQ;T14JSX;T14JZK;T14LSK;T14W2H;T16A2X;T16MRJ;T16MRU;T16OQ5;T16UZ4;T17CNB;T17CZC;T17UP9;T18DUA;T18F9A;T19CUN;T19EKF;T19K8W;T19XSL;T20H9F;T20HY9;T20JZ2;T20RA0;T20TB8;T20TPU;T21DZX;T21Q0D;T21S10;T22I6G;T22IMH;T22NX4;T22OPB;T23APZ;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T23YZF;T24C0P;T24LXT;T24U57;T25H22;T25NSJ;T25S1M;T25Y64;T26EZU;T26KIE;T27LTU;T28EY5;T29B10;T29JA7;T29MD1;T30L86;T30VNV;T31G6V;T31JWV;T31RKU;T31SX8;T31U13;T32HPO;T32PI2;T32R5L;T33OPP;T33OSQ;T34DZ7;T34HYH;T34Y7V;T35QZO;T36SOV;T37ADS;T37G49;T37JN5;T37VLU;T38BR0;T38EQ6;T38K2W;T38T1U;T38WWN;T39FBA;T39M6J;T39RV3;T39WPZ;T39YFG;T40B7E;T40DIM;T40JZG;T40XWM;T41INV;T41TXS;T42D4V;T42EAZ;T42PUG;T42XY2;T43FA8;T43G0N;T43LYL;T43N2D;T43NBB;T44KU9;T44LWL;T45G32;T46AQJ;T46K2X;T47H3O;T47WT6;T48DAP;T48UT8;T48XM4;T48YPL;T49ORJ;T49PL1;T49TDM;T50GQE;T50SJ8;T50SX0;T50V79;T50VJF;T51IKV;T51K6D;T51WGR;T52CKD;T52H3P;T52RGZ;T52T5O;T52VL6;T53AOE;T53SLQ;T53YWQ;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54SZZ;T54VQA;T54WR0;T55EFK;T55IBP;T57GP2;T57HGP;T57L0X;T58J2Y;T59IKQ;T60GGR;T60KJ1;T60LKM;T60XS5;T61DYZ;T61OY3;T61QXV;T62ERY;T62P0D;T62QDU;T62USB;T63BQU;T63DP6;T63FNY;T63GUB;T63YAO;T64BPL;T64BTV;T64UH1;T64W2K;T64X48;T65JYL;T65S3S;T66BXF;T66WWM;T67HAF;T67HYX;T67JME;T67JR8;T67LRH;T67MQU;T67RBZ;T67X1L;T67ZT3;T68DAN;T68HNO;T68IZC;T68OIU;T68SE0;T69DAO;T69NG6;T69XVX;T70HTD;T70LAB;T70YKV;T71BDH;T71GRQ;T71K92;T73LPO;T74D4Y;T74ETU;T74I49;T74JJN;T74LFK;T74QXI;T74V1Z;T74WWP;T75B9S;T75EH8;T75H3W;T75HMM;T75KZ8;T76AZQ;T76CGR;T76TED;T77FOL;T77M4W;T77TY2;T77UWH;T78EXU;T78ILO;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80TUC;T81I4T;T81MSV;T82ALJ;T82JWE;T82S6C;T83DDX;T83QHM;T83SXS;T83YZD;T84CEG;T84P70;T84TJB;T84W8G;T85AXP;T85JI5;T85U8U;T86MX7;T86O9J;T86ROZ;T86UXL;T87AXU;T87DEX;T87QUW;T87UKX;T87WMV;T87WYU;T88AJI;T88B8X;T88BCB;T88HDQ;T88LSZ;T88TDZ;T89L4V;T90ORW;T90QV5;T90RVD;T90XYZ;T90ZS8;T91EAB;T91KTQ;T91MKC;T91OUC;T91T8I;T92BZ2;T92Q77;T92UBJ;T93NTV;T93SFQ;T93VFT;T93WZG;T93YV8;T94H37;T94S85;T94VM4;T94YOD;T95IYZ;T95K8Q;T96G89;T96OOK;T97ESI;T97FEF;T98DNG;T98FWP;T99ARN;T99XQ3,0;4;8;10;22;57;178,"0.0,1.0,1.0,0.0,0.0"
胖大海,C0272;C0285,T04WT7;T07VV7;T22NX4;T23VMI;T24YWQ;T27BN7;T34HYH;T37SV3;T43N2D;T50WOV;T51EKP;T56OUM;T67ZT3;T69NG6;T70OGQ;T71K92;T76QBQ;T80WPU;T85U8U;T94S85,0;1;2;4;15;152,"0.0,0.0,0.0,0.0,0.0"
野槟榔,C0419;C0478;C0479;C0523;C0851;C1162;C1242;C1243;C1258,T02HSM;T02QBS;T04H8Y;T06RMZ;T06VX0;T08Q7W;T09INZ;T10I26;T11BI7;T12WTT;T13I7C;T13KGH;T17CZC;T22H8P;T22OPB;T26EZU;T26KIE;T28DIY;T31EJG;T31MUM;T31ZFD;T35QZO;T36I66;T40EUL;T44LWL;T45WII;T49TDM;T50GQE;T50V79;T58J2Y;T58XLK;T63FF5;T64UH1;T67KTV;T68SE0;T70HTD;T70KPE;T74I49;T77W6N;T79KQO;T79WXA;T80TUC;T82I7J;T83YZD;T85AXP;T86YQL;T88AJI;T98QOA,20;60;184,"0.0,0.0,0.0,0.0,0.0"
骆驼蓬,C0090;C0114;C0164;C0229;C0333;C0352;C0377;C0749;C1171;C1203;C1220;C1231;C1241;C1258,T00CXT;T00EP2;T00H7Q;T00RT4;T00T9M;T01CL0;T01E7W;T01FVG;T01IGB;T01QLH;T02GD4;T02JCT;T02M5I;T02P7Q;T02QBS;T02WMA;T03CZ8;T03TJ0;T03VS9;T03YAI;T04H8Y;T04HXV;T04TWI;T04WT7;T05RAA;T05WWN;T06MQM;T06RMZ;T06VX0;T07NML;T07TMB;T07VO1;T08B2M;T08DOL;T08Q7W;T09AAD;T09DI4;T09GFP;T09H2Z;T09HVO;T09KPZ;T10HL8;T10ICM;T10IWJ;T11BI7;T11ZYR;T12PIB;T12T4H;T13KGH;T14DX3;T14JSQ;T14JZK;T16A2X;T16MRU;T16OQ5;T16UZ4;T17CNB;T17CZC;T17UP9;T18DUA;T19CUN;T20E5P;T20H9F;T20IHC;T20JZ2;T20RA0;T20VPX;T21DZX;T21Q0D;T22J9V;T22NX4;T22OPB;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T24C0P;T24LXT;T24U57;T25H22;T25NSJ;T25Y64;T25YP8;T26EZU;T26KIE;T27LA6;T27U96;T28EY5;T28HOM;T28K6X;T28PHS;T29B10;T29C6N;T29JA7;T29MD1;T30D9G;T30L86;T30VNV;T31G6V;T31JWV;T31P1D;T31RKU;T31SX8;T31U13;T31VDH;T32GWR;T32SPJ;T33BF9;T33OPP;T33OSQ;T33UEM;T34DZ7;T34HYH;T34WFL;T34Y7V;T34Y8V;T35QZO;T36NQ9;T36SOV;T37ADS;T37BP1;T37VLU;T37WY2;T38EQ6;T38H79;T38JCD;T38K2W;T38T1U;T38WWN;T39FBA;T40B7E;T40G6B;T41INV;T41TXS;T42EAZ;T42PUG;T43G0N;T43LYL;T43N2D;T44LWL;T45G32;T45XTW;T46AQJ;T46K2X;T46YMA;T47H3O;T47WT6;T48TW0;T48XM4;T49ORJ;T49PL1;T49TDM;T49XOZ;T50SJ8;T50SX0;T50VJF;T50WOV;T51IKV;T51K6D;T51WGR;T52CKD;T52T5O;T52XO3;T53AOE;T53RK9;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54SZZ;T54VET;T54VQA;T54X6V;T55EFK;T56TXY;T57FUN;T57GP2;T57HGP;T57L0X;T58J2Y;T58XLK;T59IKQ;T60KJ1;T60XS5;T61DYZ;T61QXV;T62ERY;T62P0D;T62R6K;T63BQU;T63DP6;T63FNY;T63GUB;T63YAO;T64BPL;T64BTV;T64UH1;T64W2K;T65JYL;T65S3S;T66BXF;T66WWM;T67HAF;T67JME;T67JR8;T67KTV;T67MQU;T67X1L;T67ZT3;T68AKE;T68B5V;T68BGR;T68CKY;T68OIU;T68SE0;T69NG6;T69RXK;T69XVX;T70HTD;T70LAB;T70SFS;T70VB4;T70YKV;T71BDH;T71GRQ;T71K92;T73LPO;T74I49;T74JJN;T74LFK;T74QXI;T75B9S;T75EH8;T75H3W;T75HMM;T76AZQ;T76CGR;T76SUY;T77TY2;T77UWH;T78C6N;T78EXU;T78ILO;T78OTS;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80TUC;T80U0C;T80XW6;T81BH5;T81I4T;T81MSV;T82ALJ;T82I7J;T82JWE;T82S6C;T83DDX;T83ENN;T83P5X;T83QHM;T83YZD;T84CEG;T84P70;T84TJB;T84VZG;T84W8G;T85AXP;T85JI5;T85U8U;T86O9J;T86ROZ;T86UXL;T87DEX;T87QUW;T87WYU;T88AJI;T88B8X;T88BCB;T88LSZ;T88TDZ;T89L4V;T90ORW;T90QV5;T90XYZ;T91EAB;T91KTQ;T91MKC;T91OUC;T91T8I;T92BZ2;T92P67;T92Q77;T93NTV;T93R42;T93SFQ;T93WZG;T94H37;T94S85;T94YOD;T95IYZ;T96OOK;T97ESI;T97FEF;T97KL5;T98RXH;T99ARN;T99EYH;T99W15;T99XQ3,0;4;5;11;13;72;83;135,"0.0,0.0,0.0,0.0,0.0"
